Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,ChangeCompanyRate,Satisfaction
57.0,Yes,Travel_Rarely,1,4,Life Sciences,Male,Sales Executive,Divorced,4900.0,No,12,4.0,2,12,2.0,3,7.076923076923077,15
34.0,No,Travel_Rarely,19,4,Other,Male,Research Scientist,Divorced,2308.0,No,14,4.0,3,7,4.0,2,8.125,16
37.0,No,Travel_Rarely,9,3,Medical,Male,Research Scientist,Married,5986.83193277311,No,13,4.0,1,15,3.0,10,0.0625,13
46.0,No,Travel_Rarely,5,4,Life Sciences,Female,Sales Executive,Married,9071.0,No,11,3.0,2,10,3.0,0,1.0909090909090908,12
34.0,No,Travel_Rarely,18,2,Life Sciences,Male,Manufacturing Director,Single,5337.0,No,11,3.0,0,10,3.0,2,2.090909090909091,16
37.0,Yes,Travel_Rarely,8,3,Technical Degree,Male,Sales Executive,Single,3424.0,No,17,3.0,0,6,3.0,3,6.142857142857143,12
58.0,No,Travel_Rarely,17,3,Technical Degree,Female,Research Scientist,Married,10312.0,Yes,16,3.0,1,6,2.0,2,0.14285714285714285,14
41.0,No,Travel_Rarely,2,3,Medical,Male,Research Scientist,Divorced,9228.730569948186,No,14,3.0,1,8,2.0,1,2.111111111111111,16
21.0,No,Travel_Rarely,1,3,Medical,Female,Research Director,Married,2716.0,Yes,21,3.0,1,32,0.0,8,3.0303030303030303,14
40.0,No,Travel_Rarely,4,2,Life Sciences,Male,Laboratory Technician,Married,2387.0,No,12,4.0,0,9,3.0,7,1.1,12
26.0,No,Non-Travel,3,3,Life Sciences,Male,Laboratory Technician,Married,2570.0,No,18,4.0,2,1,5.0,0,1.5,14
37.0,No,Travel_Frequently,10,3,Medical,Female,Healthcare Representative,Married,5257.0,No,19,3.0,1,18,3.0,0,3.0526315789473686,15
45.0,No,Non-Travel,28,4,Technical Degree,Male,Healthcare Representative,Married,4447.0,No,11,3.0,3,7,5.0,5,0.125,18
37.0,No,Travel_Rarely,16,3,Life Sciences,Male,Healthcare Representative,Single,2660.0,No,19,3.0,0,11,2.0,8,1.0833333333333333,13
18.0,No,Non-Travel,15,2,Life Sciences,Male,Laboratory Technician,Divorced,1904.0,No,16,3.0,1,4,0.0,2,1.2,13
37.0,Yes,Travel_Rarely,5,2,Life Sciences,Male,Research Scientist,Divorced,5986.83193277311,No,17,3.0,1,5,2.0,0,6.166666666666667,6
48.0,No,Travel_Rarely,2,4,Other,Female,Healthcare Representative,Single,12504.0,Yes,17,4.0,0,10,3.0,7,2.090909090909091,10
26.0,Yes,Travel_Rarely,1,1,Technical Degree,Male,Sales Representative,Single,2061.0,No,21,4.0,0,1,5.0,0,0.5,10
26.0,Yes,Travel_Rarely,10,4,Life Sciences,Male,Research Scientist,Single,2293.0,Yes,11,3.0,0,6,2.0,4,1.1428571428571428,15
37.0,No,Travel_Frequently,7,2,Medical,Male,Manager,Married,14411.0,No,15,3.0,1,21,2.0,9,1.0454545454545454,13
53.0,No,Travel_Rarely,12,3,Medical,Female,Manufacturing Director,Married,19094.0,No,21,3.0,0,7,3.0,4,4.125,15
27.0,No,Travel_Rarely,1,3,Life Sciences,Female,Sales Executive,Married,5769.0,No,19,3.0,2,10,3.0,3,2.090909090909091,12
27.0,No,Travel_Frequently,15,2,Life Sciences,Male,Research Director,Divorced,2580.0,Yes,14,3.0,1,12,2.0,10,0.07692307692307693,14
33.0,No,Travel_Rarely,4,3,Life Sciences,Male,Sales Executive,Married,5487.0,Yes,13,3.0,3,9,2.0,3,2.1,17
44.0,Yes,Travel_Rarely,9,3,Medical,Male,Laboratory Technician,Single,9228.730569948186,No,22,3.0,0,10,5.0,4,7.090909090909091,10
37.0,No,Travel_Rarely,2,3,Life Sciences,Female,Healthcare Representative,Married,3291.0,Yes,14,3.0,1,24,2.0,8,2.04,15
53.0,No,Travel_Rarely,3,4,Medical,Female,Sales Executive,Married,10169.0,No,11,3.0,1,16,2.0,9,4.0588235294117645,11
26.0,Yes,Travel_Rarely,9,3,Medical,Male,Research Scientist,Married,5828.0,Yes,17,3.0,1,2,0.0,0,0.3333333333333333,12
50.0,No,Travel_Rarely,4,3,Technical Degree,Male,Research Scientist,Divorced,3221.0,No,13,3.0,1,1,3.0,0,1.5,13
30.0,No,Travel_Rarely,10,2,Medical,Female,Sales Executive,Divorced,2132.0,Yes,11,3.0,1,8,2.0,2,2.111111111111111,17
41.0,No,Travel_Rarely,2,3,Life Sciences,Male,Sales Executive,Married,6032.0,No,14,3.0,1,4,3.0,3,1.2,13
37.0,No,Travel_Rarely,3,3,Life Sciences,Male,Laboratory Technician,Married,5021.0,Yes,13,4.0,1,17,2.0,3,2.0555555555555554,15
55.0,No,Travel_Rarely,22,1,Technical Degree,Male,Sales Representative,Single,4035.0,No,11,3.0,0,3,2.0,2,1.25,15
23.0,No,Travel_Rarely,9,4,Life Sciences,Male,Sales Executive,Married,2500.0,No,13,3.0,1,15,2.0,10,1.0625,14
26.0,No,Non-Travel,2,3,Medical,Male,Research Director,Married,4969.0,No,16,3.0,0,30,6.0,3,5.032258064516129,16
49.0,No,Travel_Rarely,24,1,Marketing,Female,Sales Executive,Married,6567.0,No,11,3.0,1,21,2.0,9,0.045454545454545456,11
37.0,No,Travel_Frequently,8,4,Life Sciences,Female,Healthcare Representative,Married,2157.0,No,12,3.0,1,15,5.0,11,1.0625,16
32.0,No,Non-Travel,2,1,Life Sciences,Female,Sales Executive,Single,2332.0,No,20,4.0,0,8,3.0,2,3.111111111111111,14
44.0,No,Travel_Rarely,7,3,Medical,Male,Research Director,Divorced,5933.0,Yes,14,3.0,1,23,2.0,7,0.041666666666666664,15
38.0,No,Travel_Rarely,23,3,Medical,Male,Healthcare Representative,Married,4855.0,No,21,3.0,1,10,2.0,0,0.09090909090909091,13
58.0,No,Travel_Rarely,16,1,Life Sciences,Male,Sales Executive,Married,2372.0,No,15,3.0,2,4,3.0,1,8.2,15
29.0,No,Travel_Rarely,13,3,Human Resources,Male,Human Resources,Married,2642.0,No,13,3.0,1,8,6.0,2,4.111111111111111,13
38.0,No,Travel_Rarely,28,3,Other,Male,Sales Executive,Divorced,5986.83193277311,No,15,3.0,1,20,2.0,0,3.0476190476190474,11
52.0,No,Travel_Rarely,10,3,Life Sciences,Male,Sales Representative,Single,19999.0,No,11,3.0,0,1,5.0,0,1.5,15
42.0,No,Travel_Frequently,2,4,Life Sciences,Male,Sales Representative,Single,10124.0,No,15,3.0,0,17,3.0,7,3.0555555555555554,15
26.0,No,Travel_Rarely,20,2,Medical,Male,Healthcare Representative,Married,2373.0,Yes,14,3.0,0,21,2.0,7,0.045454545454545456,15
37.0,No,Non-Travel,10,4,Marketing,Male,Sales Executive,Single,7779.0,No,14,4.0,0,10,0.0,4,1.0909090909090908,12
46.0,No,Travel_Rarely,25,3,Life Sciences,Male,Manufacturing Director,Single,10096.0,No,13,3.0,0,5,1.0,3,1.1666666666666667,15
29.0,No,Travel_Rarely,15,3,Life Sciences,Male,Research Scientist,Married,3839.7428571428572,No,19,3.0,1,8,2.0,6,0.1111111111111111,13
30.0,No,Non-Travel,22,3,Medical,Female,Manager,Divorced,2564.0,No,11,3.0,1,24,2.0,17,3.04,16
41.0,No,Travel_Frequently,2,4,Marketing,Female,Sales Representative,Married,5467.0,No,18,3.0,1,6,4.0,3,6.142857142857143,16
40.0,No,Travel_Rarely,8,1,Life Sciences,Male,Laboratory Technician,Married,5986.83193277311,No,15,3.0,1,4,2.0,3,1.2,7
32.0,No,Travel_Rarely,10,2,Medical,Male,Sales Executive,Single,4883.0,No,13,3.0,0,19,3.0,2,1.05,10
37.0,No,Travel_Rarely,10,3,Medical,Female,Research Scientist,Married,4627.0,No,11,3.0,1,8,6.0,4,1.1111111111111112,9
35.0,No,Travel_Rarely,8,1,Medical,Female,Manufacturing Director,Married,5986.83193277311,Yes,15,3.0,1,10,2.0,7,1.0909090909090908,13
35.0,No,Travel_Rarely,13,3,Other,Male,Laboratory Technician,Married,5986.83193277311,No,20,3.0,1,2,2.0,2,1.3333333333333333,13
35.0,No,Travel_Rarely,9,3,Life Sciences,Female,Research Scientist,Single,5986.83193277311,No,13,3.0,0,7,4.0,2,4.125,12
32.0,No,Non-Travel,14,2,Medical,Female,Sales Executive,Single,2827.0,No,17,3.0,0,10,3.0,4,7.090909090909091,12
42.0,No,Travel_Rarely,22,3,Life Sciences,Male,Research Scientist,Divorced,17665.0,Yes,14,3.0,2,12,3.0,2,3.076923076923077,14
32.0,Yes,Travel_Rarely,10,2,Life Sciences,Male,Laboratory Technician,Single,3730.0,No,20,3.0,0,2,2.0,2,1.3333333333333333,10
46.0,No,Travel_Rarely,2,5,Life Sciences,Male,Sales Executive,Single,17465.0,No,18,3.0,0,9,3.0,7,0.1,15
34.0,No,Travel_Rarely,7,3,Other,Male,Laboratory Technician,Single,2972.0,No,12,3.0,0,8,4.0,7,0.1111111111111111,15
45.0,No,Travel_Rarely,6,4,Other,Female,Research Scientist,Single,5906.0,No,14,3.0,0,16,2.0,13,1.0588235294117647,13
36.0,No,Travel_Rarely,29,1,Medical,Female,Laboratory Technician,Divorced,5986.83193277311,No,13,4.0,3,6,2.0,2,1.1428571428571428,12
37.0,No,Travel_Rarely,14,4,Medical,Male,Research Director,Single,18880.0,No,11,3.0,0,36,2.0,15,8.027027027027026,16
37.0,Yes,Non-Travel,8,2,Technical Degree,Male,Sales Executive,Married,18844.0,Yes,14,4.0,1,18,2.0,3,3.0526315789473686,12
31.0,No,Travel_Frequently,1,4,Life Sciences,Female,Laboratory Technician,Married,5986.83193277311,No,22,3.0,1,7,3.0,2,3.125,13
43.0,No,Travel_Frequently,5,5,Medical,Male,Research Scientist,Married,5679.0,Yes,12,3.0,0,7,3.0,2,2.125,12
38.0,No,Travel_Rarely,25,3,Life Sciences,Male,Sales Executive,Single,4771.0,No,11,3.0,0,28,0.0,16,7.0344827586206895,11
42.0,No,Travel_Rarely,7,2,Medical,Female,Sales Executive,Divorced,4089.0,Yes,24,3.0,1,8,2.0,0,1.1111111111111112,12
49.0,No,Travel_Rarely,10,3,Medical,Female,Research Director,Married,4507.0,No,20,3.0,1,13,2.0,7,4.071428571428571,16
29.0,No,Travel_Rarely,9,3,Human Resources,Female,Human Resources,Married,2514.0,Yes,19,4.0,0,12,1.0,9,0.07692307692307693,15
37.0,No,Travel_Rarely,7,4,Life Sciences,Female,Laboratory Technician,Divorced,2074.0,No,13,3.0,3,10,2.0,7,1.0909090909090908,12
38.0,No,Travel_Rarely,8,2,Other,Female,Sales Executive,Divorced,13582.0,Yes,22,3.0,1,6,3.0,3,0.14285714285714285,11
27.0,No,Travel_Rarely,2,3,Medical,Male,Sales Executive,Married,3058.0,No,19,3.0,2,10,3.0,0,2.090909090909091,10
30.0,No,Non-Travel,2,3,Medical,Male,Laboratory Technician,Single,4736.0,No,11,3.0,0,10,2.0,2,5.090909090909091,14
41.0,No,Travel_Rarely,2,2,Life Sciences,Female,Laboratory Technician,Married,5003.0,Yes,23,3.0,1,1,6.0,0,1.5,17
36.0,No,Travel_Rarely,14,1,Life Sciences,Female,Healthcare Representative,Married,4502.0,Yes,17,3.0,1,17,2.0,8,0.05555555555555555,13
28.0,Yes,Travel_Rarely,24,3,Technical Degree,Male,Sales Representative,Single,4558.0,No,17,3.0,0,1,2.0,0,1.5,15
31.0,No,Travel_Rarely,9,3,Life Sciences,Male,Manager,Divorced,2329.0,Yes,24,3.0,1,31,2.0,10,4.03125,12
37.0,No,Travel_Rarely,1,3,Marketing,Female,Sales Executive,Divorced,5433.0,No,17,3.0,1,10,2.0,3,0.09090909090909091,14
43.0,No,Travel_Frequently,3,4,Marketing,Female,Manager,Married,4739.0,No,11,3.0,0,34,2.0,6,1.0285714285714285,11
31.0,No,Non-Travel,1,4,Technical Degree,Male,Research Scientist,Married,4345.0,No,14,3.0,1,9,2.0,5,4.1,12
37.0,Yes,Travel_Rarely,11,3,Medical,Male,Research Scientist,Single,6549.0,Yes,15,3.0,0,1,2.0,0,1.5,11
37.0,No,Non-Travel,1,4,Medical,Male,Laboratory Technician,Divorced,3500.0,No,14,3.0,3,7,2.0,2,7.125,15
22.0,No,Non-Travel,7,3,Life Sciences,Male,Sales Executive,Married,2935.0,No,17,3.0,1,4,2.0,2,0.2,15
35.0,No,Travel_Rarely,5,2,Other,Female,Laboratory Technician,Married,5204.0,No,17,3.0,1,8,2.0,2,4.111111111111111,15
47.0,No,Travel_Rarely,2,3,Life Sciences,Female,Manufacturing Director,Single,4163.0,No,20,3.0,0,11,0.0,4,2.0833333333333335,14
45.0,No,Travel_Rarely,15,2,Medical,Male,Sales Executive,Single,9228.730569948186,No,12,3.0,0,10,2.0,8,1.0909090909090908,15
30.0,Yes,Travel_Rarely,2,4,Medical,Male,Research Scientist,Married,2064.0,Yes,13,4.0,0,5,3.0,2,5.166666666666667,12
37.0,No,Travel_Rarely,8,4,Other,Female,Research Scientist,Married,4810.0,No,14,3.0,2,12,5.0,9,9.076923076923077,15
43.0,No,Travel_Frequently,4,4,Marketing,Male,Sales Representative,Divorced,2258.0,No,17,4.0,1,13,2.0,8,4.071428571428571,14
35.0,Yes,Travel_Rarely,19,2,Marketing,Male,Sales Representative,Married,9582.0,Yes,18,4.0,3,1,2.0,0,1.5,13
29.0,No,Travel_Rarely,6,1,Medical,Male,Research Scientist,Married,5373.0,No,20,3.0,0,3,5.0,2,0.25,14
20.0,No,Travel_Rarely,10,3,Life Sciences,Male,Research Scientist,Divorced,2044.0,No,14,3.0,2,8,3.0,5,0.1111111111111111,15
30.0,No,Travel_Rarely,26,5,Marketing,Male,Manager,Married,3833.0,No,21,4.0,1,36,2.0,6,1.027027027027027,15
44.0,Yes,Travel_Rarely,9,3,Medical,Male,Sales Representative,Single,10482.0,No,13,3.0,0,1,2.0,0,1.5,14
32.0,No,Travel_Rarely,5,4,Medical,Female,Sales Executive,Single,5055.0,No,14,3.0,0,4,2.0,2,1.2,13
26.0,No,Travel_Rarely,25,3,Technical Degree,Male,Manufacturing Director,Married,3839.7428571428572,No,16,3.0,0,16,2.0,10,3.0588235294117645,12
53.0,No,Travel_Rarely,21,3,Life Sciences,Male,Manager,Married,11836.0,Yes,13,3.0,1,29,3.0,0,4.033333333333333,16
45.0,No,Travel_Rarely,7,1,Marketing,Female,Sales Representative,Single,4850.0,No,14,3.0,0,4,3.0,2,0.2,13
38.0,No,Travel_Rarely,5,4,Technical Degree,Female,Manufacturing Director,Single,2288.0,No,13,3.0,0,17,3.0,6,0.05555555555555555,15
23.0,No,Travel_Rarely,7,3,Other,Male,Healthcare Representative,Single,3505.0,No,24,3.0,0,26,3.0,2,8.037037037037036,13
35.0,No,Travel_Rarely,1,2,Life Sciences,Female,Manufacturing Director,Married,10377.0,No,22,3.0,2,4,6.0,2,6.2,12
39.0,No,Travel_Frequently,5,1,Technical Degree,Male,Research Director,Divorced,19197.0,Yes,16,3.0,1,9,3.0,8,1.1,14
44.0,No,Non-Travel,4,3,Technical Degree,Male,Research Scientist,Divorced,2290.0,No,15,3.0,2,11,3.0,8,5.083333333333333,15
38.0,No,Travel_Rarely,1,3,Life Sciences,Female,Laboratory Technician,Single,3702.0,No,15,3.0,0,0,3.0,0,2.0,18
32.0,Yes,Travel_Rarely,18,1,Other,Female,Research Scientist,Single,5878.0,No,19,3.0,0,1,2.0,0,1.5,14
37.0,No,Travel_Rarely,2,2,Medical,Male,Research Scientist,Divorced,8628.0,No,12,3.0,2,6,2.0,3,1.1428571428571428,17
45.0,No,Travel_Rarely,5,4,Life Sciences,Female,Research Scientist,Married,17650.0,No,13,3.0,1,2,4.0,2,1.3333333333333333,14
30.0,No,Travel_Rarely,19,4,Medical,Female,Human Resources,Married,6577.0,No,15,3.0,1,16,6.0,7,2.0588235294117645,15
37.0,No,Non-Travel,17,2,Medical,Male,Laboratory Technician,Divorced,7642.0,No,12,3.0,1,10,2.0,0,1.0909090909090908,14
30.0,No,Travel_Rarely,28,2,Medical,Female,Research Scientist,Married,5209.0,No,13,3.0,2,11,4.0,8,1.0833333333333333,18
49.0,Yes,Travel_Rarely,26,4,Marketing,Female,Sales Executive,Married,2587.0,Yes,11,3.0,0,10,2.0,7,1.0909090909090908,14
39.0,No,Travel_Rarely,28,4,Medical,Male,Research Scientist,Single,13341.0,No,14,3.0,0,5,3.0,4,1.1666666666666667,10
41.0,No,Travel_Rarely,3,3,Medical,Male,Research Scientist,Married,2127.0,No,11,3.0,3,0,5.0,0,2.0,16
45.0,No,Travel_Rarely,8,4,Technical Degree,Female,Sales Executive,Married,5770.0,No,17,3.0,1,22,3.0,8,6.043478260869565,13
46.0,No,Travel_Rarely,8,2,Other,Female,Laboratory Technician,Married,10453.0,No,11,4.0,1,29,2.0,9,4.033333333333333,11
37.0,Yes,Travel_Rarely,3,3,Life Sciences,Male,Laboratory Technician,Single,5986.83193277311,No,13,3.0,0,0,2.0,0,2.0,15
36.0,Yes,Non-Travel,1,4,Life Sciences,Female,Sales Executive,Married,5986.83193277311,No,11,3.0,0,17,6.0,1,5.055555555555555,10
24.0,No,Travel_Frequently,1,4,Life Sciences,Male,Sales Executive,Married,2400.0,No,15,3.0,2,16,3.0,13,0.058823529411764705,13
37.0,No,Travel_Frequently,7,4,Life Sciences,Male,Research Director,Single,3692.0,No,11,3.0,0,13,2.0,6,0.07142857142857142,12
37.0,No,Travel_Rarely,26,3,Marketing,Female,Sales Executive,Married,2783.0,No,14,3.0,1,8,2.0,7,1.1111111111111112,11
29.0,No,Travel_Rarely,1,2,Life Sciences,Male,Research Scientist,Married,5869.0,Yes,13,3.0,1,1,2.0,0,1.5,12
41.0,Yes,Travel_Rarely,2,3,Medical,Female,Manager,Married,13570.0,Yes,13,4.0,1,24,2.0,2,5.04,15
29.0,No,Travel_Rarely,2,3,Life Sciences,Male,Research Scientist,Married,3839.7428571428572,No,13,3.0,1,6,2.0,2,4.142857142857143,15
43.0,No,Travel_Rarely,8,2,Medical,Female,Human Resources,Single,9228.730569948186,No,18,3.0,0,8,2.0,2,9.11111111111111,17
26.0,Yes,Travel_Rarely,9,2,Medical,Female,Research Scientist,Single,2148.0,Yes,22,3.0,0,4,2.0,2,0.2,10
45.0,No,Travel_Rarely,2,1,Life Sciences,Male,Manager,Married,2654.0,Yes,13,4.0,0,21,3.0,8,0.045454545454545456,15
36.0,No,Travel_Rarely,19,3,Other,Female,Laboratory Technician,Divorced,5986.83193277311,No,11,3.0,2,7,2.0,7,1.125,11
39.0,No,Non-Travel,17,4,Life Sciences,Female,Sales Executive,Married,5986.83193277311,Yes,15,3.0,3,15,1.0,7,3.0625,14
34.0,No,Travel_Rarely,3,3,Human Resources,Male,Human Resources,Married,2661.0,No,15,3.0,1,12,2.0,3,9.076923076923077,13
43.0,No,Travel_Rarely,6,3,Life Sciences,Female,Research Scientist,Married,4522.0,No,13,3.0,1,4,3.0,2,1.2,15
27.0,No,Travel_Rarely,10,3,Marketing,Female,Sales Executive,Married,6214.0,Yes,19,3.0,1,15,3.0,2,2.0625,15
53.0,No,Travel_Rarely,14,3,Technical Degree,Female,Sales Representative,Divorced,10545.035714285714,Yes,18,4.0,2,8,2.0,2,1.1111111111111112,16
40.0,Yes,Travel_Rarely,24,1,Life Sciences,Male,Sales Representative,Single,3617.0,Yes,14,3.0,0,1,2.0,0,1.5,15
42.0,No,Travel_Rarely,3,3,Medical,Male,Healthcare Representative,Single,18303.0,No,18,3.0,0,21,3.0,7,3.0454545454545454,15
28.0,No,Travel_Rarely,5,4,Other,Male,Research Scientist,Married,4221.0,No,17,3.0,2,6,3.0,2,3.142857142857143,17
40.0,No,Travel_Rarely,2,1,Life Sciences,Female,Sales Representative,Divorced,5715.0,No,12,3.0,3,1,5.0,0,1.5,13
34.0,No,Travel_Rarely,5,2,Medical,Female,Manufacturing Director,Divorced,5121.0,No,16,3.0,2,8,3.0,2,7.111111111111111,16
40.0,No,Travel_Rarely,25,3,Medical,Female,Sales Executive,Divorced,13237.0,No,13,3.0,1,18,3.0,0,5.052631578947368,15
37.0,Yes,Travel_Rarely,24,3,Medical,Female,Laboratory Technician,Married,7412.0,Yes,17,3.0,3,1,3.0,1,1.5,14
49.0,No,Travel_Rarely,1,4,Life Sciences,Female,Research Scientist,Single,7403.0,No,13,3.0,0,7,3.0,2,3.125,17
38.0,No,Non-Travel,26,3,Medical,Female,Research Scientist,Divorced,5986.83193277311,No,11,3.0,1,20,2.0,7,1.0476190476190477,11
31.0,No,Travel_Rarely,5,3,Technical Degree,Male,Research Scientist,Divorced,3477.0,No,14,3.0,1,8,2.0,2,5.111111111111111,15
34.0,No,Travel_Rarely,18,4,Medical,Female,Manufacturing Director,Single,4599.0,No,12,4.0,0,25,2.0,7,6.038461538461538,17
33.0,No,Travel_Rarely,27,3,Technical Degree,Female,Laboratory Technician,Divorced,3838.0,No,12,3.0,1,8,5.0,4,5.111111111111111,16
35.0,No,Travel_Rarely,10,3,Life Sciences,Male,Laboratory Technician,Divorced,5986.83193277311,No,14,3.0,2,1,2.0,0,1.5,12
28.0,No,Travel_Rarely,25,2,Medical,Male,Healthcare Representative,Divorced,2408.0,No,13,3.0,2,9,3.0,2,7.1,15
37.0,No,Travel_Rarely,12,4,Marketing,Male,Sales Executive,Divorced,4284.0,Yes,12,4.0,2,14,2.0,0,3.066666666666667,15
56.0,No,Travel_Rarely,2,4,Medical,Male,Laboratory Technician,Single,2339.0,No,21,3.0,0,16,4.0,8,4.0588235294117645,15
37.0,No,Travel_Rarely,10,4,Technical Degree,Male,Sales Executive,Married,5768.0,Yes,13,3.0,1,10,2.0,9,1.0909090909090908,11
40.0,No,Travel_Frequently,1,1,Medical,Male,Sales Executive,Single,5094.0,No,20,3.0,0,18,6.0,7,7.052631578947368,16
23.0,No,Travel_Rarely,10,4,Other,Male,Healthcare Representative,Married,2904.0,Yes,13,3.0,0,9,2.0,2,2.1,19
59.0,Yes,Travel_Rarely,6,4,Human Resources,Female,Human Resources,Divorced,7637.0,Yes,22,3.0,0,7,2.0,2,4.125,14
35.0,No,Travel_Rarely,4,3,Life Sciences,Male,Manufacturing Director,Married,5986.83193277311,Yes,20,3.0,1,6,2.0,2,1.1428571428571428,13
31.0,Yes,Travel_Rarely,25,4,Life Sciences,Male,Research Scientist,Divorced,2657.0,Yes,19,3.0,1,10,5.0,2,1.0909090909090908,12
55.0,No,Travel_Rarely,2,3,Other,Female,Sales Executive,Married,16835.0,No,19,3.0,1,9,2.0,7,0.1,15
37.0,No,Travel_Rarely,8,3,Medical,Male,Research Scientist,Married,4189.0,No,17,3.0,0,5,2.0,2,7.166666666666667,13
26.0,Yes,Travel_Rarely,2,3,Life Sciences,Male,Laboratory Technician,Single,2340.0,No,22,3.0,0,1,3.0,0,1.5,13
31.0,No,Travel_Frequently,9,2,Medical,Male,Manufacturing Director,Married,9824.0,No,25,3.0,1,10,2.0,0,1.0909090909090908,12
29.0,No,Travel_Rarely,2,3,Medical,Male,Laboratory Technician,Married,4187.0,No,13,3.0,1,8,3.0,0,1.1111111111111112,14
37.0,No,Travel_Rarely,24,4,Medical,Male,Human Resources,Single,5986.83193277311,No,16,3.0,0,6,3.0,3,1.1428571428571428,11
56.0,Yes,Travel_Rarely,13,3,Human Resources,Male,Human Resources,Divorced,2587.0,Yes,15,3.0,3,4,3.0,2,4.2,11
37.0,Yes,Travel_Rarely,13,4,Medical,Male,Sales Executive,Divorced,3388.0,No,17,3.0,0,9,0.0,1,2.1,10
42.0,No,Travel_Rarely,7,3,Life Sciences,Male,Research Director,Married,2696.0,No,19,3.0,0,32,5.0,1,3.0303030303030303,16
30.0,No,Travel_Rarely,5,3,Life Sciences,Female,Research Scientist,Divorced,3204.0,Yes,16,3.0,1,4,3.0,2,1.2,13
37.0,No,Travel_Frequently,3,3,Other,Female,Sales Executive,Single,5986.83193277311,No,18,3.0,0,15,3.0,9,3.0625,13
29.0,Yes,Travel_Frequently,2,2,Medical,Female,Laboratory Technician,Single,3839.7428571428572,No,11,3.0,0,8,1.0,0,7.111111111111111,11
27.0,No,Travel_Rarely,6,3,Medical,Female,Manufacturing Director,Single,2279.0,Yes,15,3.0,0,8,2.0,4,6.111111111111111,15
34.0,No,Travel_Rarely,1,2,Life Sciences,Male,Human Resources,Divorced,9888.0,No,15,4.0,1,3,3.0,2,1.25,15
41.0,No,Travel_Rarely,8,4,Marketing,Female,Sales Executive,Married,10447.0,No,18,3.0,1,8,3.0,7,1.1111111111111112,11
37.0,Yes,Travel_Rarely,3,3,Life Sciences,Female,Research Scientist,Single,2001.0,Yes,11,3.0,0,10,2.0,8,1.0909090909090908,9
24.0,No,Travel_Rarely,9,2,Medical,Male,Laboratory Technician,Single,1555.0,No,13,3.0,0,12,2.0,9,1.0769230769230769,14
36.0,No,Travel_Frequently,6,3,Medical,Female,Research Scientist,Divorced,4639.0,Yes,12,3.0,3,17,2.0,11,7.055555555555555,14
37.0,Yes,Travel_Rarely,4,1,Technical Degree,Female,Laboratory Technician,Single,4789.0,No,16,3.0,0,4,3.0,2,5.2,14
31.0,No,Travel_Rarely,11,2,Medical,Male,Healthcare Representative,Married,6172.0,Yes,13,3.0,1,10,3.0,0,2.090909090909091,12
37.0,No,Travel_Rarely,1,4,Medical,Female,Laboratory Technician,Married,2210.0,No,12,3.0,1,10,3.0,0,6.090909090909091,14
37.0,No,Travel_Rarely,6,4,Medical,Female,Research Scientist,Divorced,3346.0,No,12,4.0,2,6,3.0,3,0.14285714285714285,11
42.0,Yes,Travel_Rarely,7,3,Technical Degree,Male,Laboratory Technician,Divorced,3968.0,Yes,13,3.0,2,10,3.0,7,3.090909090909091,12
29.0,Yes,Travel_Rarely,2,3,Life Sciences,Male,Laboratory Technician,Divorced,3839.7428571428572,Yes,12,3.0,1,1,2.0,0,1.5,12
47.0,No,Non-Travel,1,1,Life Sciences,Male,Research Scientist,Single,4978.0,No,13,3.0,0,1,3.0,0,1.5,15
37.0,No,Non-Travel,1,4,Medical,Male,Sales Representative,Married,5249.0,No,14,3.0,1,3,0.0,2,0.25,11
37.0,No,Travel_Rarely,3,1,Medical,Male,Laboratory Technician,Single,5986.83193277311,No,14,4.0,0,1,0.0,0,1.5,14
21.0,No,Travel_Frequently,26,4,Life Sciences,Female,Human Resources,Single,2625.0,Yes,16,4.0,0,9,2.0,0,1.1,16
33.0,No,Travel_Rarely,18,3,Medical,Male,Manufacturing Director,Divorced,5986.83193277311,No,14,3.0,1,19,2.0,7,2.05,14
23.0,No,Travel_Rarely,4,4,Life Sciences,Male,Healthcare Representative,Single,1601.0,No,14,4.0,0,27,2.0,11,7.035714285714286,13
37.0,No,Travel_Frequently,1,4,Life Sciences,Female,Human Resources,Single,4647.0,No,11,4.0,0,10,3.0,2,4.090909090909091,12
30.0,No,Travel_Frequently,19,1,Medical,Male,Laboratory Technician,Married,2613.0,No,11,4.0,3,7,2.0,2,3.125,16
47.0,No,Travel_Rarely,28,3,Marketing,Female,Sales Executive,Married,5070.0,No,19,3.0,0,22,2.0,13,4.043478260869565,14
42.0,No,Travel_Frequently,2,1,Medical,Male,Research Scientist,Single,18430.0,Yes,20,3.0,0,5,2.0,2,0.16666666666666666,16
40.0,No,Non-Travel,9,2,Medical,Male,Manufacturing Director,Divorced,13757.0,Yes,11,3.0,1,13,5.0,2,2.0714285714285716,12
21.0,Yes,Travel_Rarely,23,1,Life Sciences,Male,Sales Executive,Married,3839.7428571428572,No,13,3.0,1,11,2.0,8,1.0833333333333333,9
52.0,No,Non-Travel,1,3,Technical Degree,Male,Manufacturing Director,Divorced,3482.0,Yes,21,3.0,1,17,3.0,7,2.0555555555555554,11
